Metrekare,Oda_Sayisi,Bina_Yasi,Fiyat,Lokasyon_B,Lokasyon_C
131,5,6,469000,False,True
112,3,18,326000,False,False
154,1,19,266000,False,False
106,3,2,352000,False,True
185,3,3,429000,True,False
111,2,46,219000,False,False
66,4,25,316000,False,True
115,5,36,393000,False,False
55,3,49,207000,False,False
107,5,28,401000,False,False
118,2,38,242000,False,True
111,1,28,205000,False,True
131,3,32,317000,False,True
120,4,41,338000,True,False
180,2,36,308000,False,False
59,5,39,331000,True,False
147,1,36,225000,False,False
138,5,43,402000,False,True
84,4,23,338000,False,False
51,3,2,297000,False,False
173,4,10,453000,False,False
73,5,6,411000,True,False
123,5,8,457000,False,True
71,4,15,341000,False,True
88,4,45,298000,False,False
69,4,29,311000,False,True
90,1,28,184000,True,False
197,5,22,503000,True,False
157,2,34,289000,False,True
196,1,20,306000,True,False
133,1,33,217000,True,False
160,1,15,280000,False,True
115,2,7,301000,False,True
102,4,24,354000,False,False
83,5,26,381000,False,False
199,3,10,429000,True,False
116,3,15,336000,False,True
183,5,37,459000,True,False
76,2,24,228000,False,True
59,3,11,287000,True,False
122,1,40,192000,True,False
145,3,21,353000,True,False
97,5,40,367000,False,False
119,1,38,193000,False,True
149,3,15,369000,True,False
108,5,15,428000,False,False
51,2,37,177000,True,False
114,5,45,374000,True,False
132,2,14,304000,False,True
59,1,43,123000,True,False
102,5,21,410000,False,True
128,4,44,340000,False,False
108,4,20,368000,False,False
199,4,33,433000,True,False
97,4,3,391000,False,False
198,4,40,418000,False,True
172,2,23,326000,False,True
71,5,44,333000,False,False
149,1,47,205000,False,True
147,4,23,401000,False,True
74,4,27,320000,True,False
77,1,35,157000,True,False
162,1,25,262000,False,True
94,4,32,330000,False,False
117,2,22,273000,False,True
56,1,8,190000,True,False
98,5,38,372000,False,False
186,5,18,500000,False,True
132,2,28,276000,False,False
178,3,28,372000,False,False
187,2,11,365000,False,False
122,4,12,398000,False,True
95,3,2,341000,True,False
155,4,37,381000,False,False
81,5,4,423000,False,False
55,1,41,123000,False,True
194,4,45,404000,True,False
123,5,45,383000,True,False
163,2,47,269000,False,True
76,4,34,308000,False,False
103,5,23,407000,False,True
134,1,13,258000,True,False
176,4,7,462000,False,False
160,5,32,446000,False,False
64,4,23,318000,True,False
181,1,49,233000,False,False
142,4,8,426000,False,True
172,4,47,378000,True,False
122,5,47,378000,True,False
196,3,37,372000,False,False
141,4,34,373000,True,False
66,3,48,220000,False,True
92,2,29,234000,True,False
170,4,37,396000,False,False
90,3,23,294000,True,False
88,2,38,212000,False,False
162,5,29,454000,False,False
160,4,44,372000,False,True
96,5,5,436000,True,False
112,2,40,232000,False,True
159,5,11,487000,False,True
118,5,14,440000,True,False
92,1,49,144000,False,True
83,2,42,199000,False,True
89,5,2,435000,False,False
110,3,35,290000,False,True
111,2,45,221000,True,False
107,1,49,159000,False,False
124,4,35,354000,False,True
65,5,42,331000,False,True
131,3,28,325000,True,False
143,1,8,277000,False,True
97,2,32,233000,True,False
187,5,4,529000,False,True
131,1,45,191000,False,True
87,1,7,223000,True,False
176,3,39,348000,False,False
68,4,48,272000,True,False
112,4,27,358000,False,False
126,4,37,352000,False,False
180,2,17,346000,True,False
151,1,10,281000,True,False
114,2,4,306000,False,True
169,1,23,273000,False,True
140,3,14,362000,False,False
57,3,5,297000,False,True
122,2,2,318000,True,False
183,2,46,291000,False,False
156,3,24,358000,False,True
138,5,18,452000,False,True
88,4,27,334000,True,False
162,4,24,414000,True,False
77,3,29,269000,False,True
146,4,11,424000,False,False
86,5,48,340000,False,False
186,5,18,500000,True,False
131,1,48,185000,True,False
105,2,4,297000,True,False
134,4,33,368000,False,True
51,5,14,373000,False,True
107,2,44,219000,True,False
156,2,42,272000,False,False
172,1,32,258000,True,False
163,2,4,355000,True,False
156,2,20,316000,False,False
86,3,21,294000,False,False
128,1,3,272000,False,False
141,1,25,241000,False,False
67,4,4,359000,False,True
147,2,47,253000,False,True
112,4,11,390000,True,False
199,5,16,517000,False,True
188,2,36,316000,True,False
53,5,6,391000,True,False
184,3,31,372000,False,False
110,2,40,230000,False,False
156,4,13,430000,False,True
103,4,23,357000,False,True
137,2,4,329000,False,True
117,4,37,343000,False,True
178,2,42,294000,False,False
104,1,37,180000,False,False
52,4,44,264000,False,True
170,2,33,304000,True,False
178,2,42,294000,False,False
151,4,29,393000,False,False
87,1,37,163000,False,False
134,4,19,396000,False,False
182,2,20,342000,False,True
141,1,32,227000,False,True
70,5,44,332000,True,False
158,3,16,376000,False,False
96,4,5,386000,False,True
133,2,49,235000,False,True
132,1,46,190000,False,False
84,1,12,210000,False,True
118,5,45,378000,False,True
178,4,21,436000,False,True
189,1,14,311000,True,False
76,5,37,352000,False,True
105,2,22,261000,False,False
72,5,30,362000,False,False
70,4,23,324000,False,False
110,5,5,450000,False,True
112,1,29,204000,True,False
171,1,30,261000,False,True
101,3,18,315000,False,False
137,5,46,395000,True,False
104,2,1,302000,True,False
95,4,39,317000,False,True
81,3,17,297000,False,False
104,5,3,448000,False,True
145,2,42,261000,False,False
182,3,7,418000,True,False
85,1,27,181000,False,True
159,4,28,403000,True,False
155,5,44,417000,False,False
107,2,31,245000,True,False
88,1,15,208000,True,False
129,3,48,283000,True,False
146,4,8,430000,False,True
162,3,6,400000,False,False
110,3,28,304000,True,False
186,2,4,378000,True,False
55,1,30,145000,True,False
158,5,43,422000,True,False
84,2,17,250000,False,False
88,4,34,320000,False,False
199,3,6,437000,False,True
167,4,36,395000,False,False
54,2,35,184000,False,False
136,2,39,258000,True,False
125,5,39,397000,False,True
106,3,16,324000,False,True
176,2,2,372000,True,False
78,4,8,362000,False,True
136,5,15,456000,False,False
190,4,27,436000,False,True
95,3,16,313000,True,False
165,5,1,513000,False,True
161,5,10,491000,False,True
94,5,7,430000,False,True
194,1,48,248000,True,False
153,5,10,483000,False,False
134,4,12,410000,False,True
183,4,17,449000,False,False
157,3,45,317000,False,False
67,2,12,243000,False,False
143,2,15,313000,False,True
199,1,46,257000,False,False
82,5,32,368000,False,True
175,1,32,261000,False,True
171,3,26,369000,False,True
187,3,14,409000,False,False
164,2,26,312000,False,True
77,3,5,317000,True,False
60,5,38,334000,True,False
96,4,46,304000,True,False
176,3,4,418000,False,True
196,1,28,290000,True,False
167,5,1,515000,False,True
192,3,13,416000,False,True
175,3,43,339000,False,True
121,5,3,465000,False,False
156,3,49,308000,True,False
186,4,25,436000,False,True
82,2,42,198000,True,False
68,5,16,386000,True,False
123,1,21,231000,False,False
147,3,13,371000,True,False
190,2,44,302000,False,True
178,1,36,256000,False,True
142,1,8,276000,True,False
97,4,44,309000,True,False
113,2,19,275000,False,False
110,5,47,366000,False,True
88,2,16,256000,True,False
177,2,12,353000,True,False
137,1,20,247000,False,True
75,4,18,339000,True,False
66,4,12,342000,False,False
120,2,48,224000,True,False
62,2,25,212000,True,False
118,3,11,346000,False,False
75,1,22,181000,False,False
98,5,46,356000,False,False
56,5,34,338000,False,True
107,4,13,381000,True,False
98,1,46,156000,True,False
152,4,38,376000,False,False
102,5,12,428000,False,True
111,2,39,233000,False,False
66,1,36,144000,True,False
74,1,28,168000,False,True
180,3,27,376000,False,True
78,2,39,200000,True,False
166,2,13,340000,False,True
75,4,43,289000,False,True
173,1,40,243000,False,False
193,4,27,439000,False,True
74,2,31,212000,False,False
103,3,2,349000,False,True
122,1,18,236000,False,False
169,2,26,317000,False,False
105,3,42,271000,False,True
114,5,31,402000,False,False
142,2,38,266000,True,False
135,5,22,441000,True,False
129,4,36,357000,False,True
157,5,19,469000,False,True
167,2,14,339000,False,True
132,5,14,454000,True,False
196,1,29,288000,False,True
64,2,17,230000,False,True
180,3,37,356000,False,False
188,5,9,520000,False,True
79,1,1,227000,True,False
106,4,4,398000,True,False
195,4,7,481000,False,True
177,5,11,505000,True,False
97,4,14,369000,False,False
185,3,42,351000,False,False
71,2,19,233000,False,True
55,1,40,125000,False,True
153,5,3,497000,False,False
85,4,8,369000,False,False
128,2,29,270000,False,True
165,3,37,341000,True,False
106,4,43,320000,False,True
98,4,9,380000,False,True
131,1,19,243000,False,True
115,3,12,341000,False,True
126,3,27,322000,False,True
94,5,37,370000,False,True
128,1,48,182000,False,True
69,5,25,369000,True,False
172,1,45,232000,False,True
116,3,38,290000,False,False
132,1,48,186000,False,True
52,1,17,168000,True,False
113,1,44,175000,False,False
89,2,33,223000,False,True
108,2,39,230000,False,True
111,3,14,333000,False,False
181,1,28,275000,False,True
109,3,18,323000,True,False
165,2,33,299000,False,True
124,1,42,190000,True,False
171,5,15,491000,False,True
156,2,11,334000,False,False
145,2,36,273000,True,False
140,2,15,310000,False,True
179,1,48,233000,False,True
111,4,30,351000,False,False
98,5,15,418000,False,False
186,5,49,438000,True,False
141,3,23,345000,True,False
173,1,43,237000,True,False
110,2,48,214000,False,True
97,4,15,367000,False,True
185,1,29,277000,True,False
107,1,11,235000,False,True
150,4,45,360000,False,False
161,2,18,325000,False,True
111,1,40,181000,True,False
88,5,31,376000,False,True
107,5,9,439000,False,False
148,4,22,404000,True,False
93,2,11,271000,True,False
78,4,17,344000,True,False
108,1,33,192000,True,False
120,5,11,448000,False,True
141,3,39,313000,False,False
58,4,8,342000,False,True
176,3,4,418000,False,True
183,3,36,361000,True,False
194,5,19,506000,False,False
193,4,24,445000,False,True
180,3,41,348000,False,False
70,1,49,122000,False,False
113,2,18,277000,False,False
139,2,33,273000,False,False
85,5,46,343000,False,True
111,4,36,339000,False,False
125,4,10,405000,False,True
62,2,14,234000,False,False
60,1,7,196000,False,False
103,2,12,279000,False,True
65,2,22,221000,True,False
57,4,27,303000,False,True
153,3,48,307000,False,False
108,1,37,184000,False,True
106,4,11,384000,False,False
89,2,36,217000,False,True
179,3,13,403000,False,True
143,1,32,229000,False,True
187,5,8,521000,True,False
93,1,7,229000,False,True
188,1,43,252000,False,True
129,2,43,243000,True,False
130,2,17,296000,True,False
51,5,22,357000,False,False
189,5,46,447000,False,False
164,5,34,446000,False,True
139,4,20,399000,False,False
72,4,8,356000,False,True
195,2,22,351000,True,False
111,2,27,257000,True,False
162,5,34,444000,False,True
177,4,21,435000,False,False
111,3,15,331000,False,False
87,4,5,377000,False,False
110,2,38,234000,False,True
178,4,17,444000,False,False
198,2,8,382000,True,False
171,5,19,483000,True,False
159,5,5,499000,True,False
62,5,23,366000,True,False
149,3,19,361000,True,False
184,3,14,406000,True,False
71,2,10,251000,True,False
123,1,31,211000,True,False
181,3,13,405000,True,False
72,2,22,228000,False,True
168,4,37,394000,False,True
119,5,39,391000,True,False
133,5,10,463000,True,False
150,5,31,438000,True,False
133,2,43,247000,False,False
77,5,35,357000,False,True
185,3,13,409000,True,False
50,4,30,290000,False,True
112,5,34,394000,True,False
71,2,36,199000,False,False
119,4,35,349000,True,False
174,5,47,430000,False,True
198,1,4,340000,False,True
145,5,4,487000,False,True
128,3,47,284000,False,True
54,4,6,342000,True,False
109,3,28,303000,False,False
169,1,30,259000,False,False
95,1,27,191000,True,False
183,3,5,423000,True,False
105,4,44,317000,False,True
159,1,39,231000,True,False
153,1,35,233000,False,False
126,5,39,398000,True,False
195,2,44,307000,True,False
51,1,15,171000,False,False
57,4,19,319000,False,False
124,4,30,364000,True,False
174,5,38,448000,False,True
87,4,32,323000,False,True
76,5,40,346000,False,True
69,1,29,161000,False,False
189,1,6,327000,False,False
92,1,26,190000,False,True
80,1,27,176000,True,False
140,2,35,270000,True,False
110,2,28,254000,True,False
158,1,5,298000,False,False
140,4,41,358000,False,False
144,5,48,398000,False,True
192,3,16,410000,True,False
193,5,41,461000,False,False
62,3,18,276000,False,False
162,3,13,386000,False,True
84,1,43,148000,True,False
198,3,25,398000,False,False
97,1,10,227000,False,False
84,2,29,226000,False,False
135,4,10,415000,False,False
163,3,6,401000,True,False
149,4,16,417000,False,True
148,1,25,248000,True,False
52,3,44,214000,False,True
134,5,4,476000,False,False
174,2,37,300000,True,False
187,2,34,319000,False,True
132,3,19,344000,False,True
74,2,33,208000,False,False
117,5,4,459000,False,True
110,4,44,322000,False,True
78,5,34,360000,False,True
176,2,12,352000,False,False
68,4,31,306000,True,False
123,5,16,441000,False,False
110,1,2,256000,False,True
69,1,49,121000,False,True
97,4,2,393000,True,False
136,4,36,364000,False,True
188,4,6,476000,True,False
159,1,23,263000,False,True
77,5,39,349000,False,True
108,4,47,314000,False,False
182,1,44,244000,False,False
100,4,37,326000,True,False
198,4,46,406000,False,False
61,4,16,329000,True,False
99,1,43,163000,False,False
181,5,44,443000,True,False
162,1,19,274000,False,True
63,1,49,115000,True,False
81,4,24,333000,False,False
188,3,27,384000,True,False
195,3,7,431000,False,False
104,3,30,294000,False,True
169,1,41,237000,False,False
124,4,14,396000,False,True
70,3,44,232000,False,True
182,2,15,352000,False,False
136,2,12,312000,False,True
108,2,29,250000,False,False
138,5,23,442000,True,False
199,4,13,473000,False,True
132,1,9,264000,True,False
114,1,24,216000,True,False
113,4,39,335000,False,False
120,5,30,410000,False,False
53,4,1,351000,False,True
192,5,10,522000,False,False
153,3,38,327000,True,False
199,3,47,355000,True,False
142,5,15,462000,True,False
191,4,9,473000,False,True
197,3,13,421000,False,False
161,4,23,415000,True,False
168,3,33,352000,False,True
108,4,9,390000,False,False
92,4,3,386000,False,False
61,2,30,201000,True,False
89,5,9,421000,False,True
167,1,25,267000,True,False
69,5,47,325000,True,False
180,4,24,432000,False,True
139,4,32,375000,True,False
143,5,7,479000,False,True
62,4,36,290000,False,True
115,3,25,315000,True,False
86,4,20,346000,True,False
115,5,17,431000,False,False
85,5,36,363000,False,False
75,5,26,373000,False,True
124,2,19,286000,False,True
157,2,37,283000,False,True
92,2,48,196000,False,False
199,2,3,393000,True,False
197,2,43,311000,True,False
57,2,28,201000,False,False
78,2,22,234000,True,False
89,5,47,345000,True,False
177,1,19,289000,True,False
133,2,46,241000,False,False
165,5,16,483000,False,True
193,1,6,331000,True,False
111,2,37,237000,True,False
56,1,31,144000,False,True
94,1,49,146000,True,False
137,3,48,291000,True,False
122,4,34,354000,False,True
86,3,31,274000,False,False
168,1,11,296000,False,False
106,5,36,384000,True,False
57,2,6,245000,True,False
144,4,27,390000,False,True
166,2,7,352000,False,True
159,5,49,411000,True,False
69,4,32,305000,True,False
173,3,8,407000,False,False
102,1,33,186000,False,False
168,5,47,424000,False,False
61,1,44,123000,False,False
66,1,15,186000,False,True
113,2,27,259000,False,False
91,5,30,381000,False,False
143,1,22,249000,True,False
196,3,47,352000,False,False
60,4,29,302000,True,False
147,5,41,415000,True,False
120,2,48,224000,False,False
157,5,30,447000,False,False
107,2,2,303000,True,False
83,4,15,353000,False,True
69,3,47,225000,True,False
99,1,27,195000,False,True
151,5,7,487000,False,True
187,2,27,333000,False,False
101,4,21,359000,False,False
64,1,13,188000,False,False
133,4,17,399000,False,False
180,3,11,408000,True,False
86,1,10,216000,False,True
175,1,33,259000,True,False
89,1,14,211000,False,True
121,2,37,247000,True,False
89,1,8,223000,False,True
105,4,33,339000,False,False
153,2,7,339000,False,True
188,1,34,270000,False,False
159,4,7,445000,False,True
185,4,7,471000,True,False
142,5,41,410000,False,True
143,4,36,371000,True,False
105,3,7,341000,True,False
109,1,20,219000,False,False
187,1,18,301000,False,True
88,1,45,148000,True,False
77,4,43,291000,False,True
98,4,41,316000,False,False
174,1,14,296000,False,False
62,2,40,182000,False,True
85,2,14,257000,True,False
150,3,21,358000,True,False
75,5,49,327000,True,False
135,3,27,331000,False,True
53,1,46,111000,True,False
131,1,26,229000,True,False
176,1,27,272000,True,False
137,5,24,439000,False,False
176,4,5,466000,True,False
169,5,42,435000,False,True
71,3,38,245000,False,True
179,4,28,423000,True,False
